SSN,Name,BirthDate,EmployedDate,Salary
116855,Elina,1994-01-12,2012-06-17,61341
119278,Aishah,1998-04-16,2001-05-08,56324
134746,Haikal,1982-12-15,2012-01-27,43451
163558,Alyssa,1998-09-24,2004-08-17,47693
131744,Haziq,1983-05-15,2004-07-15,57661
102966,Marissa,1989-07-08,2018-01-28,34099
195157,Aminuddin,1984-08-06,2011-01-20,42592
152823,Hakim,1992-05-27,2022-07-14,34668
133658,Razak,1991-10-22,2009-10-21,42352
102923,Hamid,1980-09-28,2006-06-10,44748
110640,Ammar,2000-06-14,2022-03-26,56153
150506,Nurul,1996-06-08,2006-06-16,51838
158931,Razak,1991-10-17,2002-10-27,48452
192999,Fikri,2000-10-22,2003-11-27,46693
177351,Soraya,1986-10-18,2010-10-09,36630
121643,Nurul,1985-12-01,2015-07-05,40938
195319,Ikhwan,1986-09-08,2010-09-21,52508
152669,Hafiz,1986-08-20,2011-12-20,62339
198589,Adnan,1999-04-11,2014-05-11,40312
148874,Aina,1991-06-18,2020-12-13,33383
176758,Amin,1987-07-26,2004-09-11,36185
173679,Arifin,1991-11-28,2019-02-08,31256
151982,Nazri,1997-08-07,2012-07-19,32968
167032,Nureen,1983-12-23,2018-10-23,57326
191749,Zainab,1990-09-19,2009-06-09,39992
163387,Nadia,1991-10-23,2021-05-08,48777
156540,Syahirah,1985-12-17,2012-02-18,36994
100167,Irfan,1987-11-03,2019-10-27,48538
191350,Emily,1995-09-26,2017-06-03,61077
106949,Maisarah,1990-12-25,2004-01-12,38210
186466,Daniel,2000-10-05,2014-12-09,49946
116732,Dayana,1987-08-04,2017-09-23,48491
142469,Qistina,1995-11-06,2018-01-06,60771
188916,Firdaus,1994-12-05,2013-04-11,49962
181269,Aiman,1991-05-06,2005-01-16,36959
140881,Rizal,1990-06-03,2001-06-19,45534
116759,Syed,1988-01-01,2012-08-22,43489
108606,Nazri,1996-02-19,2017-12-09,59552
194685,Izzati,1983-03-20,2022-09-14,42563
124844,Ahmad,1984-08-07,2003-11-21,47112
132414,Luqman,1982-05-09,2000-10-10,33799
155065,Soraya,1996-05-02,2009-12-10,38953
128886,Adeeb,1994-05-12,2004-02-06,35036
114172,Suraya,1980-08-06,2011-08-06,60207
103345,Nurul,1981-09-05,2011-08-18,31914
151351,Nurul,1983-12-02,2021-04-21,53871
121293,Zulaikha,1992-02-21,2009-01-11,42341
106219,Siti,1996-12-12,2013-02-10,60625
193536,Aqil,1991-09-02,2019-01-27,34410
160189,Fatimah,1984-01-21,2013-07-24,34248
115308,Arifin,1984-09-28,2008-12-21,38371
149041,Izzat,1988-08-20,2016-09-03,30908
105944,Izzah,1991-07-28,2018-07-06,35253
157381,Farah,1981-08-08,2007-03-02,35799
121205,Maisarah,1991-08-21,2017-08-08,53180
166732,Elina,1995-08-01,2015-06-02,58871
182226,Nurul,1983-05-04,2005-08-09,52823
147715,Amsyar,1994-01-28,2008-11-28,57396
114519,Hasif,1989-08-11,2011-02-22,40363
136401,Zulaikhah,1993-01-25,2021-06-14,32223
172150,Haziq,1985-12-07,2009-08-09,53501
167915,Rahim,1993-03-11,2008-09-13,53052
104375,Naim,1988-06-10,2004-10-22,49563
153487,Syafiq,1995-02-07,2019-09-19,45070
111814,Naim,1993-02-07,2014-11-11,39240
163680,Aiman,1993-09-19,2011-02-03,39512
177607,Izzah,1986-03-06,2007-02-05,48303
135379,Ismadi,1991-03-23,2021-03-06,37829
113623,Nurin,1997-12-24,2001-06-06,45752
172089,Nurin,1992-11-12,2005-06-07,35481
136256,Wan,1986-11-19,2000-03-13,41696
139507,Hafiz,1980-11-11,2013-09-09,32509
140704,Michael,1994-04-18,2004-01-26,44286
102339,Siti,1981-04-21,2003-07-27,50642
113418,Akmal,1991-02-13,2009-10-01,32083
121816,Zara,1999-01-01,2007-02-09,41622
197617,Hafiz,1995-05-08,2007-07-20,55933
131692,Nadira,1984-02-25,2020-05-04,38949
175125,Zara,1990-11-11,2000-01-06,56394
118071,Hadi,1994-05-21,2012-03-10,45770
181969,Syazwan,1980-09-21,2020-01-14,45581
105244,Aisyah,2000-07-15,2014-12-09,40107
183505,Fikri,2000-06-21,2003-03-07,53329
181443,Fatimah,1999-12-21,2019-08-28,55560
160697,Nor,1997-04-21,2022-03-28,31881
151302,Afiq,1983-11-17,2010-01-07,34034
178826,Zara,1986-09-01,2015-08-10,50480
143800,Ismadi,1999-07-02,2010-10-18,34348
117013,Elina,1999-08-27,2005-12-26,57946
102227,Nurul,1993-06-26,2015-04-17,58767
124476,Zaim,1981-03-22,2013-03-21,61442
108437,Luqman,1988-02-15,2022-02-28,46120
147283,Aqilah,1998-07-22,2003-06-02,42793
169490,Sofia,1990-07-01,2015-06-13,50012
169507,Afiq,1980-11-12,2003-11-22,43073
152297,Firdaus,1980-01-09,2005-12-11,49619
129099,Emily,1993-11-03,2011-02-27,36096
140892,Elina,1989-12-15,2016-11-15,52472
185845,Ilham,1996-06-08,2018-11-03,46449
130388,Izzati,1990-11-20,2008-04-12,30859
100310,Ezra,1993-11-01,2001-09-10,42948
144122,Akmal,1989-04-18,2018-07-14,42777
190200,Nurin,1984-05-24,2016-07-07,39446
157505,Soraya,1993-04-17,2010-11-11,35302
187973,Nurul,1996-03-18,2010-04-04,50994
182253,Afif,1995-04-28,2008-06-18,44795
191587,Ashraf,1998-04-19,2016-06-04,52571
188855,Farah,1995-07-03,2019-02-25,57037
106739,Afif,1991-04-07,2019-09-28,34189
101067,Kamil,1996-11-02,2003-04-19,37465
128895,Hakim,1999-05-08,2016-09-16,30638
159697,Fauzi,1984-06-07,2000-02-27,51045
169766,Aminuddin,1982-02-07,2008-09-28,59439
167403,Ilham,1991-02-28,2009-01-22,48594
154116,Auni,1989-12-13,2005-08-04,54058
198143,Fauzi,1980-05-13,2005-02-14,49156
166180,Arifin,1992-10-19,2002-05-21,58728
136414,Haikal,1998-12-11,2018-05-02,62359
128048,Izzat,1996-03-13,2017-06-08,59157
121057,Farah,1997-05-22,2003-01-10,45478
189662,Amsyar,2000-11-12,2020-03-17,39780
110168,Izzah,1981-03-19,2013-07-18,34169
170988,Imran,1988-03-13,2013-04-16,59804
135101,Imran,1980-11-26,2006-12-18,51467
180377,John,1996-12-15,2013-02-24,59326
113230,Ahmad,1994-03-01,2009-07-03,39109
126247,Danial,1999-07-14,2003-04-09,51410
158584,Izzah,1996-12-10,2002-04-05,33483
139377,Hakim,1984-03-03,2004-07-04,37638
133627,Luqman,1983-04-04,2011-10-17,53147
185481,Aina,1988-02-02,2013-12-04,32008
130808,Dayana,1995-04-13,2015-01-12,41435
126482,Eryna,1993-04-14,2004-04-22,58401
122993,Hasif,1990-12-26,2006-05-15,59018
160795,Liyana,1983-03-26,2006-10-07,48654
100807,Aiman,1994-09-20,2009-09-27,40458
157910,Zainab,1996-05-27,2003-11-25,44886
174327,Hadi,1992-03-12,2001-10-20,45722
148524,Amira,1982-01-03,2015-02-02,58927
147678,Fatimah,1996-01-20,2008-06-03,30929
114612,Nazri,1982-09-14,2012-07-21,57360
107678,Arissa,1987-01-14,2000-04-10,34176
165468,Anis,1993-02-02,2005-11-11,33243
186439,Aina,1985-09-26,2017-02-07,51433
158143,Nurul,1986-04-15,2020-05-22,56314
116469,Soraya,1980-05-16,2015-04-11,49536
163919,Aina,1983-02-10,2012-01-16,53249
174743,Zulaikha,1984-12-06,2009-09-13,32817
142563,Rizal,1986-11-20,2016-01-16,56805
132845,Kamil,2000-05-15,2012-11-15,57270
166251,Syafiq,1998-07-17,2022-10-16,41941
174616,John,1989-09-07,2010-11-24,47344
198488,Syahirah,1983-01-27,2003-05-02,45402
197383,Aziz,1993-12-09,2004-02-26,43340
103164,Nashit,1998-02-23,2020-12-09,35384
155311,Auni,2000-11-11,2005-01-09,60662
150868,Nur,1991-05-14,2009-04-25,34203
165054,Luqman,1987-08-17,2006-08-09,44808
154267,Rahman,1987-01-27,2006-10-11,33981
194620,Fatimah,1994-06-01,2019-07-01,53189
144172,Amir,1998-12-12,2002-08-08,52770
111261,Salmi,1984-11-25,2002-07-21,39556
189118,Nazri,1998-11-16,2019-12-06,62188
126352,Sofia,1997-03-06,2009-09-27,50456
166578,Aina,1989-03-22,2020-10-19,50613
136003,Nurul,1988-02-09,2021-04-22,38989
139918,Ain,1999-06-10,2020-05-06,35991
123511,Ashraf,1990-04-24,2000-02-14,50203
139018,Nurul,1980-11-03,2002-02-12,39900
136502,Maisarah,1992-02-19,2002-04-03,47270
151663,Ilham,1986-04-13,2015-12-11,36024
191169,Christopher,1983-01-01,2003-10-05,62395
177058,Wafi,1994-11-04,2014-04-27,42714
179479,Adnan,1990-04-19,2015-02-11,42406
196851,Razak,1991-07-11,2013-09-12,56234
187604,Ashraf,1989-12-18,2012-06-21,51036
183525,Luqman,1998-08-15,2015-12-05,36235
176294,Aqil,1983-04-13,2007-06-27,37823
107169,Wan,1997-02-25,2013-02-06,59032
192331,Dayana,1992-04-16,2007-08-20,47985
133023,Syed,1981-04-11,2003-08-12,30275
106862,Fauzi,1981-02-19,2018-06-05,53229
169333,Zaim,1991-11-28,2009-11-27,38766
162970,Fatin,1998-12-21,2000-05-02,35418
164811,Haziq,1992-04-24,2018-03-02,62357
185838,Adnan,1984-05-23,2011-04-10,36898
147767,Lutfi,1992-08-14,2003-04-15,34844
141445,Ismadi,1985-10-13,2006-05-07,48158
100336,Ismadi,1983-12-20,2005-07-11,57481
113716,Ikhwan,1992-12-24,2003-08-09,59192
158272,Zulaikha,2000-07-17,2020-05-16,42082
130590,Fatimah,1980-10-02,2021-09-04,50498
102468,Liyana,1990-10-21,2003-01-25,57593
103311,Maisarah,1996-02-28,2015-04-22,35445
174205,Soraya,2000-09-12,2006-09-16,35906
149819,Afiq,1995-05-28,2007-11-26,37091
152263,Nadira,1986-02-23,2008-05-23,33028
172294,Michael,1981-03-19,2017-04-17,44081
199179,Syukri,1995-02-11,2015-11-13,56048
178400,Firdaus,1989-12-14,2010-03-12,50793
102541,Azura,1986-04-01,2009-09-08,54300
193155,Aishah,1985-01-07,2015-02-21,45257
133952,Fikri,1996-08-01,2014-02-15,51273
189935,Syafiq,1984-08-15,2019-04-26,55775
156837,Zainab,1999-04-25,2009-05-08,35224
131570,Jane,1990-08-05,2012-02-07,59296
104543,Aida,1991-05-23,2020-01-05,48933
180265,Afiq,1993-01-17,2013-07-12,35815
158952,Imran,2000-08-14,2009-05-20,55658
147604,Qistina,1986-12-12,2012-07-17,47121
194841,Elina,1998-07-18,2015-08-28,41553
153403,Aqil,1996-02-06,2004-04-27,56680
116869,Aqilah,1985-06-18,2007-08-28,49875
138719,Alya,1985-11-20,2008-07-16,41027
118580,Matthew,1980-12-15,2019-01-16,47824
178898,Zainab,1996-10-21,2020-07-06,53726
184164,Zaim,1996-12-15,2005-09-16,54490
129637,Aqilah,1989-02-11,2008-10-21,35908
101372,Abidin,1982-10-13,2009-10-08,55301
173081,Hakim,1993-05-09,2000-04-04,61357
135680,Rizal,1991-12-15,2010-10-06,34681
183863,Hakimi,1984-07-02,2020-07-28,52229
152250,Syukri,1980-02-10,2007-08-22,42741
178359,Rayyan,1988-08-22,2022-12-10,47665
180345,Auni,1996-05-13,2004-02-03,55987
138663,Zara,1994-07-08,2005-11-10,39351
114482,Auni,1996-05-05,2007-11-17,36335
126836,Khadijah,1983-02-16,2017-03-21,44080
176652,Danial,2000-06-10,2001-06-22,44435
102861,Aiman,1992-12-18,2021-04-16,54993
133281,Izzah,1998-04-02,2016-09-20,42961
137745,Arissa,1998-01-16,2010-12-02,44473
152889,Aisyah,1986-07-07,2012-01-16,58427
171733,Zaim,1985-05-15,2016-03-21,44673
110434,Nurin,1999-10-04,2013-04-01,56600
188477,Zara,1986-01-04,2015-06-28,57947
131839,Haziq,1995-12-24,2008-08-12,48150
135660,Hadi,1996-01-16,2017-01-21,38680
111808,Wafi,1985-10-13,2004-09-04,57852
152218,Amira,1997-06-16,2022-06-13,34628
103008,Fatin,1992-03-22,2018-05-14,30896
169208,Haziq,1984-12-19,2019-03-03,41584
187532,Firdaus,1992-03-17,2006-04-22,34910
115809,Hamid,1985-12-10,2002-02-02,48129
139291,Aqil,1995-01-18,2010-01-16,61436
195055,Alya,1984-12-24,2004-06-28,43098
163924,Alyssa,1983-08-25,2000-12-25,41046
116781,Aminuddin,1992-06-08,2005-09-13,44545
144838,Syed,1992-12-15,2008-09-23,55916
164171,Elina,1980-02-08,2004-12-18,43276
136045,Nadira,1988-03-18,2007-07-02,49856
177387,Irfan,1986-05-26,2010-10-26,54417
168911,Fadhilah,1992-12-21,2008-03-11,59257
186370,Ilham,1981-12-28,2005-01-28,58327
142760,Suraya,1992-01-28,2006-05-19,59204
160403,Arissa,1992-12-17,2012-04-23,33433
142010,Aqil,2000-12-18,2019-09-25,53774
172962,Nor,2000-06-15,2010-06-12,34694
114755,Arifin,2000-04-01,2004-06-14,55546
122550,Razak,1998-10-26,2011-11-24,35428
130299,Wafi,1997-03-05,2004-09-22,41515
198012,Amir,1994-06-24,2021-11-15,55778
127365,Izzati,2000-09-05,2008-11-28,31896
178454,Arissa,1996-09-19,2001-01-21,51848
107510,Hakimi,1980-11-13,2019-07-09,38776
113683,Suraya,1981-03-08,2011-02-09,51607
176788,Haziq,1992-01-07,2008-12-03,41716
153213,Firdaus,1990-01-25,2004-09-03,49213
118543,Afiq,1987-04-19,2001-02-21,31950
108402,Rizal,1995-02-08,2018-07-26,49547
163076,Arifin,1986-05-04,2019-08-08,36032
177963,Rifqi,1988-07-25,2008-10-22,48173
163987,Anis,1997-05-04,2007-05-05,35578
190817,Izzah,1986-03-04,2017-02-04,61646
124733,Arissa,1998-06-14,2000-12-05,31821
119191,Arif,1987-05-19,2014-01-06,42906
191817,Alya,1998-06-16,2005-05-16,31774
116333,Afif,1992-10-22,2020-09-12,38014
100739,Emma,1983-04-24,2012-06-22,39519
114554,Rizal,1992-04-04,2003-01-23,54920
174381,Syafiq,1990-04-24,2009-06-17,36579
193086,Michael,1995-06-09,2007-05-06,45196
189147,Diana,1998-06-20,2021-09-09,47775
117561,Aiman,1999-05-09,2008-09-07,37131
161743,Zulaikhah,1990-04-21,2009-08-11,54602
132310,Farah,1982-03-28,2018-09-18,52265
113211,Rayyan,1994-05-07,2003-07-17,33744
140983,Aqilah,1985-01-16,2022-11-03,44875
109568,Nadia,1988-07-08,2014-02-08,30585
117482,Nureen,1993-01-19,2017-05-06,31583
174276,Nor,1995-10-11,2013-07-22,37616
120061,Rahman,1991-01-18,2000-04-07,32894
118941,Soraya,1993-10-17,2003-04-19,58159
119332,Izzah,1996-08-20,2012-11-27,37786
124501,Fadhilah,1984-08-07,2001-02-03,41235
146172,Aishah,1984-12-26,2014-01-23,51404
161859,Nurul,1984-12-05,2008-01-08,47353
182596,Diana,1993-07-12,2000-11-12,55110
194701,Matthew,1983-01-22,2019-08-06,41520
104547,Imran,1987-10-07,2000-01-25,38346
105983,Daniel,1999-11-11,2013-12-21,55979
139370,Fadhilah,1980-03-26,2011-06-22,53254
161775,Fadhilah,1990-01-26,2000-01-17,54824
167913,Anis,1997-02-03,2004-07-12,39629
181413,Ismadi,1990-05-21,2013-09-20,62703
150009,Nazri,1994-10-07,2009-05-19,40570
114206,Akmal,1995-04-23,2016-02-08,30159
163155,Harith,1987-06-24,2001-07-21,56787
128574,Elina,1997-07-17,2022-07-08,59252
188709,Jane,1993-09-11,2015-05-10,35411
139260,Nazri,1984-09-28,2019-07-07,56258
157567,Dayana,1992-12-12,2020-06-11,41152
115932,Izzati,2000-08-05,2016-12-11,56476
123587,Hakimi,1984-09-15,2018-08-12,51667
177914,Arif,1982-04-17,2005-09-16,45788
123921,Dayana,1980-01-21,2005-06-05,38495
110842,Aishah,1997-03-03,2018-12-21,53849
197333,Harith,1982-11-15,2021-11-09,30135
154857,Nor,1992-04-02,2016-04-05,61350
108766,Amin,1999-02-22,2016-08-11,48965
151395,Fadhilah,1986-05-14,2018-10-04,55602
107758,Hakimi,1996-08-16,2009-05-14,45129
136383,Ikhwan,1994-11-05,2014-06-11,39783
110261,Aisy,1982-10-17,2018-11-02,44894
137676,Haikal,1987-04-14,2013-11-17,54195
150299,Salmi,1993-08-10,2012-07-10,43980
120544,Liyana,1985-05-21,2004-06-21,39975
193621,Aida,2000-12-26,2004-09-19,37428
189755,Zara,1996-01-27,2011-01-11,37291
186061,Syed,1992-11-12,2010-07-21,34934
125256,Zaim,1989-11-13,2016-11-05,57733
127943,Aisyah,1993-09-19,2021-10-07,51620
195645,Rahim,1995-07-15,2017-05-15,33724
110791,Syahirah,1987-09-19,2018-01-08,54430
186985,Nurul,1995-11-23,2007-07-17,33685
175945,Syazwan,1993-09-16,2001-12-18,53248
198089,Ahmad,1984-02-26,2006-11-22,48167
117576,Nurin,1993-03-23,2010-04-15,56270
110482,Kamil,1999-02-23,2020-12-17,31936
158637,Maisarah,1999-03-24,2017-05-08,44013
170438,Lina,1991-09-07,2014-05-08,32693
173992,Ahmad,1983-10-08,2017-05-03,43652
116306,Liyana,1997-08-21,2008-01-16,31911
152834,Aina,1980-09-04,2003-06-03,43882
199094,Hasif,1985-05-14,2015-06-28,31884
141825,Fatin,1980-07-07,2013-06-08,40992
172193,Izzati,1991-06-07,2009-07-01,58238
186625,Aziz,1981-07-13,2006-10-13,36920
109272,Nureen,1981-12-16,2017-10-05,44924
157848,Ikhwan,1985-08-18,2011-10-20,38326
197926,John,1988-11-12,2007-09-25,31374
100461,Marissa,1986-03-23,2012-01-28,39325
124433,Alya,1999-02-07,2003-04-04,55893
168693,Syukri,1984-06-15,2006-11-02,31081
175980,Nurul,1983-12-27,2022-09-28,45401
126526,Aina,1984-01-07,2019-10-25,53284
149985,Farah,1990-09-21,2007-08-15,55404
140945,Haziq,1998-05-11,2014-04-12,36572
142035,Hayati,1991-06-04,2003-09-20,52322
118678,Olivia,1994-01-22,2011-07-23,58407
198616,Eryna,1985-10-10,2009-03-04,53810
151526,Syafiq,1995-07-19,2003-07-15,53818
109767,Sophia,1998-07-07,2022-10-11,48115
136689,Zulaikha,2000-10-16,2015-10-16,56646
138237,Harith,1996-08-07,2003-05-11,40339
199672,Ahmad,1997-06-16,2020-06-28,55861
138271,Daniel,1981-11-20,2004-05-19,62701
164887,John,1992-08-14,2007-09-04,44693
194168,Suraya,1985-08-17,2012-08-14,51266
158107,Sophia,1992-01-16,2004-05-18,33833
185134,Suraya,1992-05-02,2000-10-15,62430
124622,Aqilah,1993-09-17,2010-03-06,35122
187289,Irfan,1992-11-15,2010-02-06,30799
156343,Harith,1995-09-19,2000-10-01,60456
131649,Ismail,1991-01-07,2008-12-05,36907
170565,Wafi,1982-12-02,2010-07-24,49558
100424,Syazwan,1986-07-13,2000-03-24,34533
146494,Lina,1990-06-06,2002-12-06,51724
159380,Fatimah,2000-09-14,2003-02-23,48568
161399,Qistina,2000-11-21,2015-01-05,32304
126196,Zulaikhah,1989-06-27,2001-07-24,49939
106018,Danial,1998-12-13,2014-11-14,47769
186268,Ain,1982-10-12,2015-11-09,45368
106106,Syafiq,1992-07-22,2011-01-28,61969
158330,Aqilah,1983-02-27,2011-05-24,41509
138164,Aisyah,1983-12-27,2005-03-16,60918
133912,Olivia,1984-01-19,2019-04-13,41629
112013,Alyssa,1981-11-21,2004-12-04,45229
146386,Nazri,1981-03-20,2014-03-01,62442
116442,Sofea,1997-06-21,2018-06-13,54304
113601,Sofea,1984-01-04,2021-03-12,38182
176940,Fatimah,1985-09-25,2016-09-12,53212
124653,Aisyah,1998-09-18,2003-07-19,61343
164393,Ilham,1992-07-01,2015-04-04,51971
167934,Hakimi,1982-03-10,2005-06-07,54874
109912,Nurul,1988-02-22,2009-12-06,46843
104169,Aina,1996-09-25,2018-08-17,42832
124614,Alya,1989-04-11,2005-05-12,44384
158029,Nureen,1995-04-03,2019-09-11,54598
166953,Adnan,2000-05-13,2009-06-11,53993
106619,Emma,1984-11-19,2019-08-21,54111
120523,Nurul,1999-05-28,2008-07-05,47248
106818,Zulaikhah,1982-11-07,2016-05-27,52625
161690,Alya,1988-01-02,2000-08-25,44696
143611,Aisyah,1985-03-26,2013-06-03,53022
137575,Arif,1991-04-25,2021-01-21,53058
181422,Nor,1983-09-26,2004-01-03,33755
156996,Ashraf,1980-02-03,2010-03-08,47820
168237,Ain,1993-05-23,2019-01-11,39807
136776,Naim,1980-05-01,2016-11-14,49773
139794,Hakimi,1984-12-04,2009-12-19,56296
123733,Aida,1999-01-12,2018-03-08,50993
188908,Qistina,1995-05-18,2020-05-06,61513
179492,Zara,1987-09-08,2009-10-27,55656
103188,Alyssa,1990-04-28,2017-11-24,44387
109992,Emily,1996-05-13,2019-09-13,34457
193038,Aminuddin,1990-12-04,2022-09-25,34552
196510,Matthew,1992-06-23,2018-12-02,30478
114616,Amin,1994-07-10,2005-06-21,41009
162033,Alyssa,1981-01-22,2013-12-28,49479
158772,Izzati,2000-01-03,2004-07-21,30089
179437,Nurul,1988-02-25,2019-09-06,49473
194484,Ashraf,1999-07-21,2020-03-13,59252
139590,Hayati,1981-12-14,2008-11-22,54658
176119,Rayyan,1990-11-04,2009-05-12,52360
175370,Arif,1985-12-14,2021-01-15,39033
156918,Zulkifli,1987-09-22,2010-09-09,60409
130629,Arissa,1985-06-05,2018-02-03,50509
192122,Elina,2000-03-20,2011-08-23,54877
103355,Fikri,1985-12-02,2002-05-19,49702
154814,Izzah,1998-03-03,2011-11-12,45805
165142,Haziq,2000-03-25,2010-06-18,56734
144581,Liyana,1997-03-07,2005-12-23,51499
136820,Wafi,1983-06-27,2009-07-08,37551
156312,Ikhwan,1987-02-28,2004-11-14,43230
184979,Ashraf,1990-01-19,2015-09-25,57166
135915,Zara,1997-11-14,2018-01-13,59302
179080,Ismail,1982-01-16,2013-01-01,53745
109946,Fadhilah,1994-03-21,2019-01-25,56390
125683,Afif,1998-10-06,2018-06-07,35382
118850,Azfar,1998-09-18,2005-09-14,53138
147184,Hafiz,1994-04-24,2017-05-28,57865
133667,Nur,1997-02-24,2018-03-01,52211
100734,Arissa,1998-12-26,2008-12-18,36348
135147,Siti,1996-10-06,2013-05-22,50481
184724,Matthew,1987-11-02,2014-03-13,55131
106766,Aziz,1994-10-12,2017-09-19,39050
159026,Syazwan,1989-06-23,2022-12-27,59122
123298,Anis,1983-06-01,2022-11-22,36963
189172,Nashit,1983-07-03,2012-02-27,31393
144028,Azfar,2000-09-12,2002-06-03,46550
121676,Suraya,1982-11-25,2007-02-27,32152
117135,Abidin,2000-08-15,2013-06-04,56228
190665,Wan,1983-10-20,2018-08-16,42078
187062,Dayana,1990-07-16,2018-12-12,45961
106528,Zaim,1992-05-12,2010-07-18,55407
180587,Aiman,1991-04-27,2004-10-02,46974
168169,Liyana,1992-12-18,2013-11-20,62644
144828,Nor,1994-09-02,2022-07-15,32945
147682,Akmal,1991-08-24,2018-08-19,48193
193830,Hafiz,1983-06-06,2004-06-26,43067
100876,Aina,1992-07-16,2003-07-24,36693
161247,Ili,1991-06-19,2016-01-10,54854
110672,Amsyar,1990-01-05,2018-06-26,38863
101442,Adnan,1995-02-23,2012-04-18,44716
152194,Adnan,1981-02-22,2010-10-12,33608
168997,Naim,1982-12-14,2015-01-03,43207
198004,Nurul,1982-12-23,2013-06-19,51231
177790,Wan,1998-04-22,2022-10-27,54689
126937,Danial,1989-03-28,2022-11-05,46484
176283,Aiman,1993-01-28,2018-09-24,46963
108340,Aiman,1995-11-04,2013-10-01,52562
161518,Nadia,1989-08-03,2013-08-11,43894
182538,Auni,1987-09-13,2001-02-12,41763
114112,Fikri,1999-11-06,2011-04-12,59264
149791,Nurul,1987-12-03,2020-12-10,40536
164948,John,1981-02-03,2015-01-19,45247
192430,Aziz,1989-02-15,2017-09-13,43344
173660,Syazwan,1992-04-13,2017-10-27,41780
110772,Akmal,1999-04-10,2000-09-03,36454
117604,Zulkifli,1990-10-14,2009-04-25,53171
143857,Rizal,1980-11-15,2004-07-13,52968
165582,Naim,1982-02-07,2007-11-19,42875
147610,Aiman,1984-05-17,2003-03-17,40767
169118,Nurin,2000-08-28,2006-11-02,31480
178658,Nadira,1997-03-17,2022-02-16,47609
112966,Amsyar,1980-10-11,2018-08-15,48671
113568,Izzati,1983-06-27,2015-04-02,37047
172998,Ili,1990-06-15,2004-09-21,62094
132852,Zulaikhah,1999-01-25,2010-08-20,32682
126308,Afiq,1998-10-28,2003-02-16,35080
157478,Aqil,1994-01-08,2012-10-07,35124
159016,Hadi,1997-08-11,2012-09-18,44415
148623,Aiman,1988-03-04,2019-01-02,53248
100306,Aisy,1993-10-06,2014-07-24,43635
184850,Zainab,1987-08-25,2014-07-13,37895
135864,Suraya,1980-06-24,2019-01-28,46821
117055,Arifin,1989-10-02,2016-01-28,62013
134420,Zulkifli,1999-11-07,2017-09-12,42607
153724,Azura,1990-05-24,2014-02-15,51548
176634,Rayyan,1992-03-06,2000-09-25,38636
137258,Zulkifli,1983-08-09,2020-02-05,62612
179095,Sophia,1999-10-07,2002-08-10,59583
151511,Azura,2000-09-05,2015-07-09,61460
149250,Luqman,1996-02-25,2005-04-07,41361
141882,Nurul,1985-02-20,2013-01-11,55760
112136,Nadira,1982-01-28,2012-04-27,41938
105575,Zainab,1985-11-05,2017-08-26,55472
199891,Firdaus,1997-12-10,2019-03-11,43264
112251,Abidin,1996-02-08,2009-01-07,59409
120050,Zaim,1994-03-13,2007-04-13,46261
106180,Amir,1992-06-23,2020-12-26,31413
148406,Hayati,1990-10-08,2014-12-03,61596
140490,Aiman,1983-12-13,2021-02-05,50455
120087,Haikal,1989-11-02,2015-02-28,55743
152878,Aisha,1990-04-15,2001-11-01,59204
162806,Haziq,1989-12-16,2019-07-11,62505
137382,Qistina,1980-03-23,2012-11-11,54435
185198,Hadi,1984-11-23,2020-05-16,59632
192892,Rahman,1989-12-24,2010-09-06,34704
198067,Aziz,1984-06-04,2011-11-12,31510
153391,Jane,1980-04-19,2022-03-27,47904
199320,Olivia,1984-10-15,2020-10-05,47273
129971,Razak,1994-07-18,2020-02-17,36251
120291,Syukri,1989-03-19,2003-04-09,61684
163858,Aisyah,1991-09-15,2003-08-26,50899
188493,Qistina,1988-08-13,2005-09-11,55407
155638,Nurul,1996-01-21,2008-03-05,34453
134847,Sofea,1993-05-02,2000-05-02,53821
112762,Aida,1996-12-26,2013-09-27,35132
119644,Nashit,1995-11-06,2021-05-26,62041
172857,Anis,1999-05-22,2007-02-01,44205
105711,Haziq,1983-05-20,2015-01-15,40713
116896,Zulaikha,1992-05-21,2004-12-10,48941
184318,Syafiq,1993-12-18,2010-06-22,55268
185651,Afiq,1994-09-13,2016-05-01,42131
197612,Amir,1995-09-04,2014-04-08,52934
171071,Aqil,1992-01-27,2004-04-24,40863
158668,Alyssa,1992-05-01,2017-09-24,60934
111206,Arissa,1983-04-09,2008-02-25,56352
181567,Olivia,1992-04-04,2021-07-05,58685
177463,Azfar,1982-02-18,2008-08-14,39570
163186,Auni,1989-03-26,2010-07-12,62700
192722,Rizal,1994-08-25,2008-11-03,54068
175923,Syafiq,1990-06-01,2009-10-07,54027
107623,Syazwan,2000-11-06,2011-10-06,31777
165417,Eryna,1994-03-13,2019-06-01,56077
170229,Maisarah,1995-02-05,2005-03-23,52619
196643,Auni,1992-01-25,2017-06-20,60854
143804,Alya,1993-04-22,2017-07-11,47775
127452,Nazri,1990-04-02,2013-09-25,53514
181596,Zulaikhah,1986-01-27,2002-10-05,49064
145182,Hakim,1994-05-07,2009-08-18,32197
140732,Fauzi,1980-04-13,2009-09-13,55344
155398,Firdaus,1996-08-19,2009-05-27,59056
121535,Azfar,1990-12-18,2004-01-22,44910
131594,Amsyar,2000-10-07,2009-03-17,55422
164000,Alya,1998-01-25,2009-06-26,48414
